,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
314,394804,360,"Longview, WA",msa,WA,40.0,37.0,36.0,35.0,36.0,36.0,38.0,35.0,35.0,33.0,34.0,35.0,35.0,32.0,32.0,31.0,34.0,34.0,36.0,35.0,37.0,37.0,37.0,36.0,38.0,34.0,34.0,37.0,37.0,35.0,36.0,37.0,40.0,39.0,39.0,38.0,40.0,34.0,35.0,35.0,33.0,34.0,35.0,33.0,35.0,33.0,37.0,34.0,35.0,32.0,29.0,30.0,30.0,31.0,31.0,30.0,30.0
315,395039,361,"Roseburg, OR",msa,OR,49.0,40.0,41.0,41.0,44.0,43.0,40.0,44.0,42.0,42.0,41.0,43.0,43.0,40.0,40.0,39.0,40.0,42.0,43.0,43.0,45.0,44.0,51.0,46.0,47.0,42.0,45.0,46.0,43.0,47.0,46.0,45.0,47.0,52.0,51.0,49.0,49.0,47.0,46.0,48.0,51.0,46.0,48.0,48.0,45.0,45.0,46.0,44.0,45.0,45.0,37.0,37.0,39.0,38.0,40.0,36.0,33.0
316,394857,362,"Michigan City, IN",msa,IN,45.0,38.0,41.0,41.0,44.0,45.0,44.0,43.0,43.0,47.0,45.0,41.0,41.0,45.0,39.0,39.0,44.0,42.0,43.0,43.0,45.0,43.0,42.0,47.0,42.0,41.0,38.0,42.0,54.0,41.0,45.0,45.0,48.0,52.0,47.0,51.0,48.0,46.0,45.0,49.0,48.0,43.0,46.0,46.0,45.0,44.0,45.0,44.0,42.0,41.0,36.0,40.0,44.0,42.0,39.0,40.0,35.0
317,394734,363,"Kankakee, IL",msa,IL,42.0,41.0,38.0,41.0,45.0,45.0,43.0,41.0,41.0,40.0,40.0,36.0,41.0,37.0,40.0,40.0,43.0,43.0,44.0,42.0,42.0,41.0,42.0,44.0,41.0,38.0,42.0,38.0,46.0,42.0,42.0,40.0,47.0,45.0,47.0,44.0,50.0,32.0,40.0,44.0,45.0,47.0,43.0,46.0,43.0,50.0,45.0,42.0,48.0,48.0,40.0,38.0,39.0,43.0,44.0,41.0,38.0
318,394788,364,"Lewiston, ME",msa,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,40.0,37.0,28.0,41.0,45.0,48.0,53.0,43.0,41.0,44.0,37.0,17.0,38.0,44.0,44.0,43.0,42.0,43.0,42.0,42.0,38.0,38.0,37.0,41.0,40.0,39.0,39.0
319,395023,365,"Richmond, KY",msa,KY,43.0,35.0,36.0,38.0,40.0,42.0,42.0,41.0,42.0,38.0,38.0,40.0,41.0,40.0,39.0,38.0,41.0,42.0,42.0,43.0,41.0,42.0,40.0,43.0,46.0,37.0,41.0,38.0,42.0,42.0,44.0,45.0,43.0,42.0,45.0,43.0,44.0,41.0,43.0,44.0,43.0,46.0,43.0,41.0,43.0,40.0,40.0,39.0,44.0,40.0,41.0,36.0,42.0,39.0,40.0,37.0,39.0
320,395213,366,"Watertown, NY",msa,NY,,,,,,,,,,,,,,,,18.0,26.0,43.0,47.0,47.0,46.0,48.0,47.0,48.0,49.0,50.0,43.0,51.0,56.0,46.0,45.0,51.0,55.0,54.0,62.0,59.0,56.0,60.0,54.0,51.0,56.0,61.0,61.0,63.0,58.0,60.0,56.0,59.0,55.0,58.0,52.0,51.0,53.0,52.0,50.0,49.0,50.0
321,394932,367,"Ogdensburg, NY",msa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,65.0
322,395080,368,"Sebring, FL",msa,FL,35.0,41.0,40.0,41.0,41.0,42.0,38.0,36.0,38.0,41.0,37.0,24.0,35.0,34.0,35.0,38.0,38.0,36.0,39.0,42.0,41.0,36.0,35.0,33.0,37.0,32.0,40.0,38.0,39.0,40.0,39.0,41.0,42.0,40.0,45.0,43.0,42.0,43.0,43.0,43.0,42.0,43.0,43.0,44.0,42.0,42.0,39.0,37.0,42.0,42.0,39.0,40.0,42.0,39.0,36.0,33.0,36.0
323,395168,369,"Tullahoma, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,28.0,39.0,41.0,41.0,37.0,41.0,37.0,37.0,36.0,39.0,37.0,40.0,35.0,34.0,35.0,34.0,35.0,34.0,32.0,32.0
