RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
395136,523,"Sturgis, MI",msa,MI,0.7857142857142857,0.6818181818181818,0.6818181818181818,0.5526315789473685,0.5434782608695652,0.6170212765957447,0.4444444444444444,0.6470588235294118,0.4925373134328358,0.717948717948718,0.7021276595744681,0.6538461538461539,0.6923076923076923,0.7,0.5517241379310345,0.6896551724137931,0.5833333333333334,0.6222222222222222,0.5777777777777777,0.6923076923076923,0.5769230769230769,0.71875,0.6086956521739131,0.7857142857142857,0.8387096774193549,0.7619047619047619,0.6388888888888888,0.5652173913043478,0.625,0.6216216216216216,0.46835443037974683,0.55,0.5795454545454546,0.5230769230769231,0.45,0.5,0.5128205128205128,0.6875,0.5964912280701754,0.34285714285714286,0.5476190476190477,0.38596491228070173,0.2549019607843137,0.5510204081632653,0.4444444444444444,0.5416666666666666,0.4594594594594595,0.35,0.46808510638297873,0.5,0.4418604651162791,0.5151515151515151,0.36585365853658536,0.3673469387755102,0.4418604651162791,0.46938775510204084,0.5490196078431373
753903,525,"Marietta, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5609756097560976,0.5517241379310345
394693,527,"Hudson, NY",msa,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4583333333333333,0.45454545454545453,0.43333333333333335,0.36363636363636365,0.5,0.5,0.5
394432,529,"Calhoun, GA",msa,GA,,,,,,,,,,,,,,,0.5777777777777777,0.5957446808510638,0.5555555555555556,0.5428571428571428,0.6326530612244898,0.6470588235294118,0.6363636363636364,0.6851851851851852,0.574468085106383,0.575,0.7666666666666667,0.6,0.5348837209302325,0.45454545454545453,0.46153846153846156,0.5081967213114754,0.41818181818181815,0.47368421052631576,0.4727272727272727,0.45652173913043476,0.4878048780487805,0.43902439024390244,0.4,0.55,0.28205128205128205,0.4318181818181818,0.25925925925925924,0.3728813559322034,0.32142857142857145,0.32608695652173914,0.30612244897959184,0.38095238095238093,0.36,0.4634146341463415,0.39473684210526316,0.36363636363636365,0.425531914893617,0.391304347826087,0.3442622950819672,0.2909090909090909,0.35,0.3220338983050847,0.5555555555555556
394591,530,"Fergus Falls, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3235294117647059,0.47368421052631576,0.3835616438356164,0.32967032967032966,0.422680412371134,0.6027397260273972
394336,532,"Ardmore, OK",msa,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48148148148148145,0.6666666666666666,0.7142857142857143,0.6875,0.5714285714285714,0.46296296296296297,0.5652173913043478,0.5142857142857142,0.532258064516129,0.4915254237288136,0.5535714285714286,0.675,0.5882352941176471,0.717948717948718,0.5185185185185185,0.5789473684210527,0.4222222222222222,0.5777777777777777,0.4358974358974359,0.5,0.4594594594594595,0.5517241379310345
394618,535,"Fremont, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.2903225806451613,0.5,0.35,0.23404255319148937,0.4878048780487805,0.36363636363636365
394592,537,"Fernley, NV",msa,NV,0.4791666666666667,0.4423076923076923,0.48484848484848486,0.43103448275862066,0.4626865671641791,0.4461538461538462,0.4426229508196721,0.4603174603174603,0.5737704918032787,0.49056603773584906,0.56,0.5454545454545454,0.48148148148148145,0.5,0.58,0.5531914893617021,0.3898305084745763,0.4788732394366197,0.5166666666666667,0.5283018867924528,0.46153846153846156,0.5416666666666666,0.5,0.47619047619047616,0.5121951219512195,0.6097560975609756,0.43478260869565216,0.36585365853658536,0.5,0.3050847457627119,0.375,0.3974358974358974,0.4225352112676056,0.29333333333333333,0.43333333333333335,0.40540540540540543,0.22916666666666666,0.24285714285714285,0.2153846153846154,0.18181818181818182,0.14814814814814814,0.14423076923076922,0.21212121212121213,0.26732673267326734,0.2608695652173913,0.25,0.41346153846153844,0.44565217391304346,0.463768115942029,0.425,0.3258426966292135,0.3253012048192771,0.3026315789473684,0.40298507462686567,0.5,0.6041666666666666,0.6153846153846154
753877,539,"Cullowhee, NC",msa,NC,0.92,0.8636363636363636,0.967741935483871,0.88,0.813953488372093,0.9,0.90625,0.94,0.803921568627451,0.9038461538461539,0.8604651162790697,0.8205128205128205,0.8571428571428571,0.8484848484848485,0.8484848484848485,0.8372093023255814,0.8863636363636364,0.8571428571428571,0.8653846153846154,0.8059701492537313,0.8656716417910447,0.9210526315789473,0.9649122807017544,0.8484848484848485,0.9130434782608695,0.7741935483870968,0.9302325581395349,0.875,0.8846153846153846,0.8596491228070176,0.8055555555555556,0.7913043478260869,0.7459016393442623,0.7053571428571429,0.684931506849315,0.68,0.6935483870967742,0.7209302325581395,0.6133333333333333,0.5138888888888888,0.5,0.4318181818181818,0.46153846153846156,0.6197183098591549,0.7424242424242424,0.4782608695652174,0.65625,0.5423728813559322,0.5660377358490566,0.6,0.5263157894736842,0.4897959183673469,0.43478260869565216,0.5510204081632653,0.6097560975609756,0.5166666666666667,0.8095238095238095
394923,540,"Norwalk, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4090909090909091,0.45161290322580644,0.47058823529411764,0.28205128205128205,0.3125,0.46153846153846156,0.4838709677419355
